Course Code,Title,GERs,Description,Units,Grading,Component,Days,Time,Location,Instructors,Final Exam
GLOBAL191,Undergraduate Directed Reading,,Independent studies for undergraduate students under the direction of a faculty member for which academic credit may properly be allowed. May be repeated for credit.,1-5,Letter or Credit/No Credit,INS,, - ,,Bahram Beyzaie,No
GLOBAL199,Capstone Project: Global Studies Minor,,"Students completing a capstone project for the Global Studies Minor must enroll in this course for units (1-5) with their capstone advisor selected as the instructor. The course may be repeated for credit, with advisor approval. Students are expected to participate in regular advising meetings with the instructor.",1-5,Letter or Credit/No Credit,INS,, - ,,Lalita du Perron,No
GLOBAL212,"Oceans and the Global Imaginary (GLOBAL 112, OCEANS 112, OCEANS 212)",,"This course brings together various social, climatic, and ecological perspectives to seek a better understanding of the relationships between people and the sea. Our oceans constitute some 70% of the surface area of our planet; they connect continents, countless islands, and form a universal link between geographically vast regions and culturally diverse peoples. Our oceans are critical to the health of our planet, and to humanity, and it is this interdependent relationship that forms the basis of this course.Taking a genuinely global viewpoint, we will explore the dynamic nature of peoples' interactions with their maritime landscape and seascape. The course will draw on a wide range of social science and natural science data and approaches to assess how we traversed and explored the seas; how the seas have been an enduring source of nutrition; and how they have come to garner immense social and cultural significance to peoples around the world. The course looks at the unique features of the Indian, Atlantic, and Pacific Oceans, using case studies from each, while drawing lines that connect these vast oceanic basins. Ultimately, the course emphasizes the challenges facing our oceans as humanity's impact reaches unprecedented levels and considers how `people and oceans in partnership' might help mitigate the damage climate change has wrought on our planet.",1,Letter or Credit/No Credit,SEM,Monday,9:30:00 AM - 10:20:00 AM,,Kelly Huang; Krish Seetah,No
GLOBAL391,Graduate Directed Reading,,Independent studies for graduate students under the direction of a faculty member for which academic credit may properly be allowed. May be repeat for credit,1-5,Letter or Credit/No Credit,INS,, - ,,Lalita du Perron,No
HAITLANG3,"First Year Haitian Creole,Third Quarter",Language,"Course emphasizes developing effective communication at a basic level, with topics on personal information and activities necessary for basic survival. Grammatical structures, vocabulary, and sentence patterns through speaking, reading, writing, and listening. Haitian Creole culture.  Prerequisite: HAITLANG 2 or placement test. Completion of this course completes the Stanford Language requirement",4,Letter or Credit/No Credit,LNG,"Tuesday, Thursday",11:30:00 AM - 1:20:00 PM,Remote,Jacques Pierre,No
HAWALANG3,"First-Year Hawaiian, Third Quarter",Language,Continuation of HAWALANG 2. First Year Third Quarter Hawaiian is the third course in a three quarter sequence.  Focus on speaking writing and listening while further developing students communicative skills in Hawaiian. Interactive approach emphasizing the ability to express concepts related to daily activities within traditional Hawaiian cultural contexts. Prerequisite: HAWALANG 2 or placement test. Fulfills the University Foreign Language Requirement.,4,Letter or Credit/No Credit,LNG,"Monday, Tuesday, Wednesday, Thursday",11:30:00 AM - 12:20:00 PM,Remote,Kaui Peralto,No
HEBRLANG3,"First-Year Hebrew, Third Quarter (JEWISHST 101C)",Language,"Continuation of HEBRLANG 2. Prerequisite: Placement Test, HEBRLANG 2. Fulfill the University Foreign Language Requirement.",5,Letter or Credit/No Credit,LNG,"Monday, Wednesday, Friday",9:30:00 AM - 10:50:00 AM,,Dalit Gvirtsman,No
HEBRLANG23,"Second-Year Hebrew, Third Quarter (JEWISHST 102C)",Language,"Continuation of HEBRLANG 22. Sequence integrating culture and language. Emphasis is on advanced proficiency in oral and written discourse, including presentational language and socio-culturally appropriate discourse in formal and informal, academic, and professional contexts. Prerequisite: placement Test, HEBRLANG 22.",4,Letter or Credit/No Credit,LNG,"Tuesday, Thursday",10:30:00 AM - 12:20:00 PM,,Gallia Porat,No
HINDLANG3,"First-Year Hindi, Third Quarter",Language,"Continuation of HINDLANG 2. First Year Third quarter Hindi is the third course in a three quarter sequence.  Course emphasizes further development of basic level communication skills using daily life topics. Grammatical structures and vocabulary are introduced through interpersonal, interpretive and presentational modes of communication. Hindi culture. Prerequisite: HINDLANG 2. Fulfills the University language requirement.",4,Letter or Credit/No Credit,LNG,"Monday, Tuesday, Wednesday, Thursday",3:00:00 PM - 3:50:00 PM,,Anupama Sarna,No
HINDLANG23,"Second-Year Hindi, Third Quarter",,Continuation of HINDLANG 22. Prerequisite: HINDLANG 22.,4,Letter or Credit/No Credit,LNG,"Monday, Wednesday",4:30:00 PM - 6:20:00 PM,,Anupama Sarna,No
HISTORY1C,Global History :  The Modern Age,"GER:DB-Hum, GER:EC-GlobalCom, WAY-EDP, WAY-SI","(Course is offered for 3 OR 5 units.) History 1C explores the making of our modern world. It investigates the interconnected histories of revolution, war, imperialism, migration, race, slavery, democracy, rebellion, nationalism, feminism, socialism, fascism, genocide, anti-colonialism, neoliberalism, and populist authoritarianism. Analyzing memoirs, novels, films, and other sources, we investigate how key political ideas have transformed societies, cultures, and economies across the globe from the late eighteenth century through to the present.",3-5,Letter or Credit/No Credit,DIS,, - ,,,Yes
HISTORY4A,The Global Drug Wars (HISTORY 104A),WAY-SI,"This lecture and discussion course explores the global history of political struggles over the production, circulation, and consumption of illicit drugs from the early modern period to the present. It surveys medical and social controversies over intoxicants; the political economy of drug trafficking; the ethnic and racial politics of policing and interdiction; cultures of drug use, addiction, and treatment; the interplay of 'narcostates,' cartels, and international organizations; the emergence of globalized networks of exchange, regulation, prohibition, and incarceration; and the racialization of legislation on drugs. Students who have previously enrolled in HISTORY 201A/301A, The Global Drug Wars, should not enroll in this course.",3-5,Letter or Credit/No Credit,LEC,"Monday, Wednesday",1:30:00 PM - 2:50:00 PM,200-305,Robert Crews,No
HISTORY4N,What is Nature? Discovering the History of Nature at Stanford,"WAY-A-II, WAY-SI","Nature is everywhere. It pops up in advertisements, in news stories, and popular culture. We talk about nature all the time, sometimes without even realizing it: conserving nature, loving nature, and being in nature. But what actually is nature? Are oak trees nature? What about gardens, sunsets, or garbage? Are human beings nature, or is nature a state one can enter into? Do you have to go outdoors to be in nature? In this course we'll get out of the classroom and use the Stanford campus to explore how people in the past have thought about nature and why it has been and continues to be such a potent idea that is so hard to define. Together in this seminar we'll examine the history and design of Stanford University. We'll explore a range of narrative approaches to nature stories. And we'll consider current problems and debates about nature from pollution, to drought, to wildfire, and climate change. The course will culminate in a fun, hands-on project.",3,Letter or Credit/No Credit,ISF,Tuesday,3:00:00 PM - 5:50:00 PM,200-217,Charlotte Hull; Caroline Winterer,No
HISTORY7W,"Community-Engaged Learning Workshop on Human Trafficking - Part II (FEMGEN 7W, HUMRTS 7W)",,Prerequisite:  HISTORY6W (FEMGEN 6W).  Continuation of HISTORY 6W (FEMGEN 6W).  Students will continue working on their projects with their community partners. Several class meetings and small group consultations throughout the quarter.  (Cardinal Course certified by the Haas Center),3,Letter (ABCD/NP),WKS,, - ,,Katherine Jolluck,No
HISTORY10D,"Modern Europe: Race, Migration, and Colonialism (HISTORY 110D)",WAY-SI,"This course offers an introduction to the history of modern Europe with special attention to the ways in which race, migration, and colonialism have shaped Europe and the modern world. We will discuss major landmarks in modern European cultural, political, social, economic and intellectual history: slavery, the slave trade, and abolition; the Enlightenment and the French Revolution; the Industrial Revolution, the rise of labor politics, and environmental degradation; imperialism, settler colonialism, and nationalism; the cataclysms of the First and Second World Wars; decolonization and postcolonial migration; and the politics of European integration after 1989. Readings will include primary sources from the period as well as scholarly works.",3-5,Letter or Credit/No Credit,LEC,"Tuesday, Thursday",9:00:00 AM - 10:20:00 AM,200-030,Gili Kliger,Yes
HISTORY11S,"The Root of All Evil? Greed & Capitalism in Early Modern Europe, c.1300-1800",WAY-ER,"Grasping. Avarice. Covetousness. Miserliness. Cupidity. Overreaching ambition. Desire spun out of control. The deadly sin of Greed has gone by many names, appeared in many guises, and wreaked havoc on individuals and nations alike. Using a wide range of sources and methods, in this course we will use greed as a lens to understand the way moral precepts regarding wealth and its acquisition interacted with, shaped, and defined the course of economic life in early modern Europe.",5,Letter (ABCD/NP),SEM,"Monday, Wednesday",3:00:00 PM - 4:20:00 PM,200-219,Nathan Deschamps,No
HISTORY18C,"Crisis and Community in the Jewish Tradition (JEWISHST 117, RELIGST 31X)",,"Each week of this course is dedicated to a particular moment in which the Jewish community has responded constructively or creatively to crises, from Biblical times down to the present. The class meets over lunch on Mondays, with food being served starting at noon and the class itself running from 12:30-1:20pm. Each session will feature a different faculty guest, who would assign a very short text (5pp max) to be discussed as part of their presentation. The course is offered for 1 or 3 credits (this second option requiring additional assignments).",1-3,Letter or Credit/No Credit,LEC,Monday,12:00:00 PM - 1:15:00 PM,,Rowan Dorin,No
HISTORY31Q,Resistance and Collaboration in Hitler's Europe (JEWISHST 31Q),"WAY-ER, WAY-SI","What is resistance and what did it entail in Nazi-occupied Europe? What prompted some to resist, while others accommodated or actively collaborated with the occupiers? How have postwar societies remembered their resistance movements and collaborationists? This seminar examines how Europeans responded to the Nazi order during World War II. We will explore experiences under occupation; dilemmas the subject peoples faced; the range of resistance motivations, goals, activities, and strategies; and postwar memorialization. Select cases from Western, Eastern, and Mediterranean Europe.",3-4,Letter or Credit/No Credit,ISS,Wednesday,3:00:00 PM - 5:50:00 PM,,Jelena Batinic,No
HISTORY33B,Empire and Revolution: 17th Century England,,"(Same as HISTORY 133B. History majors and others taking 5 units, register for 133B.) From the accession of King James I  in 1603 to the death of Queen Anne in 1714: a brutal civil war, the execution of one anointed king, and the deposition of another. Topics include the causes and consequences of the English Revolution, the origins of Anglo-American democratic thought, the rise and decline of Puritanism, and the emergence of England as an economic and colonial power. (Como)",3,Letter or Credit/No Credit,DIS,, - ,,,Yes
HISTORY38B,A History of the Habsburg Empire,WAY-SI,"The course deals with the history of the Habsburg Empire, which shaped the European continent for more than four centuries. It was neither a linguistic, nor religious or geographical entity, rather, it comprised the countries that were brought together by the Habsburg dynasty over centuries. Accordingly, its structure is difficult to understand. The Habsburg monarchy was one of the great European powers; furthermore, it provided the framework for great cultural achievements (Mozart, Freud, Klimt and many others). The conflict between its more than ten nationalities, which remained unresolved until the end, was a major trigger for the First World War.",3,Letter or Credit/No Credit,LEC,"Tuesday, Thursday",1:30:00 PM - 2:50:00 PM,200-030,Thomas Olechowski,No
HISTORY40,World History of Science: From Prehistory through the Scientific Revolution,"GER:DB-SocSci, WAY-SI","(History 40 is 3 units; History 140 is 5 units.) The earliest developments in science, the prehistoric roots of technology, the scientific revolution, and global voyaging. Theories of human origins and the oldest known tools and symbols. Achievements of the Mayans, Aztecs, and native N. Americans. Science and medicine in ancient Greece, Egypt, China, Africa, and India. Science in medieval and Renaissance Europe and the Islamic world including changing cosmologies and natural histories. Theories of scientific growth and decay; how science engages other factors such as material culture and religions.",3,Letter (ABCD/NP),DIS,, - ,,,Yes
HISTORY47,"History of South Africa (AFRICAAM 47, CSRE 74)","GER:DB-SocSci, GER:EC-GlobalCom, WAY-EDP, WAY-SI","(Same as HISTORY 147. HISTORY 47 is 3 units; HISTORY 147 is 5 units.) Introduction, focusing particularly on the modern era.  Topics include: precolonial African societies; European colonization; the impact of the mineral revolution; the evolution of African and Afrikaner nationalism; the rise and fall of the apartheid state; the politics of post-apartheid transformation; and the AIDS crisis.",3,Letter or Credit/No Credit,DIS,, - ,,,Yes
HISTORY50C,The United States in the Twentieth Century (AFRICAAM 50C),"GER:DB-SocSci, GER:EC-AmerCul, WAY-EDP, WAY-SI","(Same as HISTORY 150C. 50C is 3 units; 150C is 5 units.) 100 years ago, women and most African-Americans couldn't vote; automobiles were rare and computers didn't exist; and the U.S. was a minor power in a world dominated by European empires.  This course surveys politics, culture, and social movements to answer the question: How did we get from there to here?  Suitable for non-majors and majors alike.",3,Letter (ABCD/NP),DIS,, - ,,,Yes
HISTORY54,"The History of Ideas in America, Part I (to 1900) (AMSTUD 54)","GER:DB-Hum, GER:EC-AmerCul, WAY-A-II, WAY-SI","(Same as HISTORY 154. 54 is 3 units; 154 is 5 units.) How Americans considered problems such as slavery, imperialism, and sectionalism. Topics include: the political legacies of revolution; biological ideas of race; the Second Great Awakening; science before Darwin; reform movements and utopianism; the rise of abolitionism and proslavery thought; phrenology and theories of human sexuality; and varieties of feminism. Sources include texts and images.",3,Letter or Credit/No Credit,DIS,, - ,,,Yes
HISTORY54N,"African American Women's Lives (AMSTUD 54N, CSRE 54N, FEMGEN 54N)","GER:DB-Hum, GER:EC-Gender, WAY-A-II, WAY-EDP","This course encourages students to think critically about historical sources and to use creative and rigorous historical methods to recover African American women's experiences, which often have been placed on the periphery of American history and American life.",3,Letter (ABCD/NP),ISF,"Monday, Wednesday",1:30:00 PM - 2:50:00 PM,200-202,Allyson Hobbs,No
HISTORY56D,"A History of Debt in America (AMSTUD 56D, HISTORY 156D)",,"What is the history of debt in America? How has indebtedness become an inescapable condition for some, and a virtue for others? What can we learn from the forgotten efforts of those who issued debt, lived in debt, struggled through debt, and mobilized in and around debt? This survey course examines the links between debt, power, development, and mobility. Together, we will see how debt transformed daily life in North America over the past 500 years, and spot moments when collective action undermined the supposed unbreakable terms of indebtedness. This class neither presumes a background in economics, nor previous coursework in history.",3-5,Letter or Credit/No Credit,DIS,, - ,,,Yes
HISTORY58E,Stanford and Its Worlds: 1885-present (EDUC 147),"WAY-ER, WAY-SI","The past and future of Stanford University examined through the development of five critical &quot;worlds,&quot; including the Western region of the United States, the US nation-state, the global academy, the San Francisco Bay Area, and the complex phenomena summarized by the name Silicon Valley. Students are asked to consider and theorize these worlds, their interrelationships, and the responsibilities they entail for all of us who live and work at Stanford in the present.",3,Letter or Credit/No Credit,LEC,"Monday, Wednesday",9:30:00 AM - 11:20:00 AM,Ceras 101,Mitchell Stevens,No
HISTORY82N,Development and Dispossession,"WAY-EDP, WAY-SI","Where do ideas about human development and progress come from?  How do ideas about human progress intersect with the development of nonhuman landscapes, built environments and infrastructure?  What are the intended and unintended consequences of the projects these ideas inspire? This class asks you to consider this goal from a global historical perspective, including but not limited to the Middle East.  In particular, we will examine how projects aimed at improvement have legitimated and shaped colonial expansion, large-scale infrastructure schemes, and population exchanges, alongside human experiences of dispossession, loss, and exile.",3,Letter or Credit/No Credit,ISF,"Monday, Wednesday",10:30:00 AM - 11:50:00 AM,200-219,Nora Barakat,No
HISTORY95,Modern Korean History,"GER:DB-Hum, GER:EC-GlobalCom, WAY-EDP, WAY-SI","(Same as HISTORY 195. 95 is 3 units; 195 is 5 units.)  This lecture course provides a general introduction to the history of modern Korea. Themes include the characteristics of the Chos&ocirc;n dynasty, reforms and rebellions in the nineteenth century, Korean nationalism; Japan's colonial rule and Korean identities; decolonization and the Korean War; and the different state-building processes in North and South, South Korea's democratization in 1980s, and the current North Korean crisis.",3,Letter or Credit/No Credit,DIS,, - ,,,Yes
HISTORY102A,The Romans (CLASSICS 84),"GER:DB-Hum, WAY-SI","How did a tiny village create a huge empire and shape the world, and why did it fail? Roman history, imperialism, politics, social life, economic growth, and religious change.  Weekly participation in a discussion section is required; enroll in sections on Coursework.",3-5,Letter or Credit/No Credit,DIS,, - ,,,Yes
HISTORY104A,The Global Drug Wars (HISTORY 4A),WAY-SI,"This lecture and discussion course explores the global history of political struggles over the production, circulation, and consumption of illicit drugs from the early modern period to the present. It surveys medical and social controversies over intoxicants; the political economy of drug trafficking; the ethnic and racial politics of policing and interdiction; cultures of drug use, addiction, and treatment; the interplay of 'narcostates,' cartels, and international organizations; the emergence of globalized networks of exchange, regulation, prohibition, and incarceration; and the racialization of legislation on drugs. Students who have previously enrolled in HISTORY 201A/301A, The Global Drug Wars, should not enroll in this course.",3-5,Letter or Credit/No Credit,LEC,"Monday, Wednesday",1:30:00 PM - 2:50:00 PM,200-305,Robert Crews,No
HISTORY109,"Racial Justice in the Nuclear Age (CSRE 109, GLOBAL 109)",,"In the 79 years since the US dropped atomic bombs on Japan, nuclear technologies have relied on and exacerbated conditions of insecurity and inequality. Dismissing health and environmental harms as &quot;externalities,&quot; security experts have ignored this paradox and instead focused on the future of nuclear warfare. Yet for frontline communities --often Black or Indigenous in the US, and in formerly colonized territories elsewhere --nuclear activities pose a real, ongoing existential threat, not a hypothetical one. From nuclear testing in the Pacific and the deserts of Algeria, Kazakhstan, and the US, to uranium mines in Africa, Aboriginal Australia, and the Navajo Nation, the &quot;security&quot; promised by nuclear weapons involves sacrificing the lives and territories of (some) citizens, reinforcing racial, imperial, and colonial logics of disposability. This course will examine those patterns historically and ethnographically. It will explore how the pursuit of nuclear weapons joined people in otherwise disconnected parts of the world into a common history. For example, uranium extracted in apartheid South Africa was used in weapons tested in the Marshall Islands, dispossessing islanders from their homes; the ships used in these tests were later &quot;decontaminated&quot; in Bay Area naval shipyards, with deadly consequences for neighboring communities of color. It will also explore the differences in nuclear experience that resulted from pre-existing vulnerabilities distinct to each location. Finally, the course will explore how these different communities have sought remediation, compensation, and other forms of reparative justice.",5,Letter or Credit/No Credit,DIS,, - ,,,No
HISTORY110D,"Modern Europe: Race, Migration, and Colonialism (HISTORY 10D)",WAY-SI,"This course offers an introduction to the history of modern Europe with special attention to the ways in which race, migration, and colonialism have shaped Europe and the modern world. We will discuss major landmarks in modern European cultural, political, social, economic and intellectual history: slavery, the slave trade, and abolition; the Enlightenment and the French Revolution; the Industrial Revolution, the rise of labor politics, and environmental degradation; imperialism, settler colonialism, and nationalism; the cataclysms of the First and Second World Wars; decolonization and postcolonial migration; and the politics of European integration after 1989. Readings will include primary sources from the period as well as scholarly works.",3-5,Letter or Credit/No Credit,LEC,"Tuesday, Thursday",9:00:00 AM - 10:20:00 AM,200-030,Gili Kliger,Yes
HISTORY111B,"Exploring the New Testament (CLASSICS 43, JEWISHST 86, RELIGST 86)","GER:DB-Hum, WAY-A-II, WAY-SI","To explore the historical context of the earliest Christians, students will read most of the New Testament as well as many documents that didn't make the final cut. Non-Christian texts, Roman art, and surviving archeological remains will better situate Christianity within the ancient world. Students will read from the Dead Sea Scrolls, explore Gnostic gospels, hear of a five-year-old Jesus throwing divine temper tantrums while killing (and later resurrecting) his classmates, peruse an ancient marriage guide, and engage with recent scholarship in archeology, literary criticism, and history.",4,Letter or Credit/No Credit,LEC,"Tuesday, Thursday",10:30:00 AM - 11:50:00 AM,,Michael Penn,Yes
HISTORY133B,Empire and Revolution: 17th Century England,GER:DB-Hum,"(Same as HISTORY 33B. HISTORY 133B is 5 units; 33B is 3 units.) From the accession of King James I in 1603 to the death of Queen Anne in 1714: a brutal civil war, the execution of one anointed king, and the deposition of another. Topics include the causes and consequences of the English Revolution, the origins of Anglo-American democratic thought, the rise and decline of Puritanism, and the emergence of England as an economic and colonial power.",5,Letter or Credit/No Credit,LEC,"Monday, Wednesday",10:30:00 AM - 11:50:00 AM,200-105,David Como,Yes
HISTORY140,World History of Science: From Prehistory through the Scientific Revolution,"GER:DB-SocSci, WAY-SI","(History 40 is 3 units; History 140 is 5 units.) The earliest developments in science, the prehistoric roots of technology, the scientific revolution, and global voyaging. Theories of human origins and the oldest known tools and symbols. Achievements of the Mayans, Aztecs, and native N. Americans. Science and medicine in ancient Greece, Egypt, China, Africa, and India. Science in medieval and Renaissance Europe and the Islamic world including changing cosmologies and natural histories. Theories of scientific growth and decay; how science engages other factors such as material culture and religions.",5,Letter (ABCD/NP),DIS,, - ,,,Yes
HISTORY147,"History of South Africa (AFRICAAM 147, CSRE 174)","GER:DB-SocSci, GER:EC-GlobalCom, WAY-EDP, WAY-SI","(Same as HISTORY 47. HISTORY 147 is 5 units;  HISTORY 47 is 3 units)  Introduction, focusing particularly on the modern era.  Topics include: precolonial African societies; European colonization; the impact of the mineral revolution; the evolution of African and Afrikaner nationalism; the rise and fall of the apartheid state; the politics of post-apartheid transformation; and the AIDS crisis.",5,Letter or Credit/No Credit,DIS,, - ,,,Yes
HISTORY150C,"The United States in the Twentieth Century (AFRICAAM 150C, AMSTUD 150C)","GER:DB-SocSci, GER:EC-AmerCul, WAY-EDP, WAY-SI","(Same as HISTORY 50C. 50C is 3 units; 150C is 5 units.) 100 years ago, women and most African-Americans couldn't vote; automobiles were rare and computers didn't exist; and the U.S. was a minor power in a world dominated by European empires.  This course surveys politics, culture, and social movements to answer the question: How did we get from there to here?  Suitable for non-majors and majors alike.",5,Letter (ABCD/NP),DIS,, - ,,,Yes
HISTORY151,"The American West (AMSTUD 124A, ARTHIST 152, ENGLISH 124, POLISCI 124A)","GER:DB-Hum, GER:EC-AmerCul, WAY-A-II, WAY-SI","The American West is characterized by frontier mythology, vast distances, marked aridity, and unique political and economic characteristics. This course integrates several disciplinary perspectives into a comprehensive examination of Western North America: its history, physical geography, climate, literature, art, film, institutions, politics, demography, economy, and continuing policy challenges. Students examine themes fundamental to understanding the region: time, space, water, peoples, and boom and bust cycles.",3,Letter (ABCD/NP),DIS,, - ,,,No
HISTORY154,"The History of Ideas in America, Part I (to 1900) (AMSTUD 154)","GER:DB-Hum, GER:EC-AmerCul, WAY-A-II, WAY-SI","(Same as HISTORY 54. 154 is 5 units; 54 is 3 units.) How Americans considered problems such as slavery, imperialism, and sectionalism. Topics include: the political legacies of revolution; biological ideas of race; the Second Great Awakening; science before Darwin; reform movements and utopianism; the rise of abolitionism and proslavery thought; phrenology and theories of human sexuality; and varieties of feminism. Sources include texts and images.",5,Letter or Credit/No Credit,DIS,, - ,,,Yes
HISTORY156D,"A History of Debt in America (AMSTUD 56D, HISTORY 56D)",,"What is the history of debt in America? How has indebtedness become an inescapable condition for some, and a virtue for others? What can we learn from the forgotten efforts of those who issued debt, lived in debt, struggled through debt, and mobilized in and around debt? This survey course examines the links between debt, power, development, and mobility. Together, we will see how debt transformed daily life in North America over the past 500 years, and spot moments when collective action undermined the supposed unbreakable terms of indebtedness. This class neither presumes a background in economics, nor previous coursework in history.",3-5,Letter or Credit/No Credit,DIS,, - ,,,Yes
HISTORY195,Modern Korean History,"GER:DB-Hum, GER:EC-GlobalCom, WAY-EDP, WAY-SI","(Same as HISTORY 95. 195 is 5 units; 95 is 3 units.) This lecture course provides a general introduction to the history of modern Korea. Themes include the characteristics of the Chos&ocirc;n dynasty, reforms and rebellions in the nineteenth century, Korean nationalism; Japan's colonial rule and Korean identities; decolonization and the Korean War; and the different state-building processes in North and South, South Korea's democratization in 1980s, and the current North Korean crisis.",5,Letter or Credit/No Credit,DIS,, - ,,,Yes
HISTORY200BG,Doing History: Biography as History (JEWISHST 200BG),,"Although historians often focus on broad social forces, individuals can and do shape these currents in unexpected ways, as the headlines of our own time illustrate.  What role do individuals play in historical change?  How can we use individual life stories to illuminate broader trends?  Led by two history faculty members who are also biographers, this seminar will introduce students to a diverse cast including writers, musicians, politicians, and intellectuals, with a general focus on the modern era since 1870.  As a final project, students will draw on Stanford's archival holdings to write an original mini-biography.",5,Letter (ABCD/NP),COL,Tuesday,3:00:00 PM - 5:50:00 PM,200-124,Steven Zipperstein,No
HISTORY200GH,Doing Gender History (FEMGEN 200GH),WAY-SI,"While history was once believed to be the study of &quot;great men,&quot; war, and politics, in recent decades, histories of women, gender, and sexuality have flourished. This course explores the development and major questions in the subfield of gender history from a transnational perspective. It allows students to examine gender history at the craft level, including research methods, theoretical frameworks, and novel approaches to uncover what has been previously hidden or ignored. This course is part of the &quot;Doing History&quot; series, rigorous undergraduate colloquia that introduce the practice of history within a particular field or thematic area.",5,Letter (ABCD/NP),COL,Wednesday,10:30:00 AM - 1:20:00 PM,200-032,Theresa Iker,No
HISTORY200L,Doing Public History (CSRE 201L),"WAY-EDP, WAY-SI","Examines history outside the classroom; its role in political/cultural debates in U.S. and abroad.  Considers functions, practices, and reception of history in public arena, including museums, memorials, naming of buildings, courtrooms, websites, op-eds.  Analyzes controversies arising when historians' work outside the academy challenges the status quo; role funders, interest groups, and the public play in promoting, shaping, or suppressing historical interpretation.  Who gets to tell a group's story?  What changes can public history enable?  Students will engage in public history projects.",5,Letter (ABCD/NP),COL,, - ,,,No
HISTORY200MM,Doing Historical Memory,"WAY-EDP, WAY-SI","How do societies remember?  What events and experiences become part of our shared patrimony and what stories are lost to time?  Who decides?  What are the dynamics -- and the politics -- of collective memory?  In this course, we will examine these questions in the context of several different societies and historical problems.  Topics examined include slavery and the transatlantic slave trade; the Holocaust; South African apartheid; the Israeli-Palestinian conflict; the Civil Rights movement; and the current battles over historical memorials and monuments.",5,Letter (ABCD/NP),COL,Tuesday,6:00:00 PM - 8:50:00 PM,200-202,James Campbell,No
HISTORY202G,"Peoples, Armies and Governments of the Second World War (HISTORY 302G)","GER:DB-SocSci, WAY-SI","Clausewitz conceptualized war as always consisting of a trinity of passion, chance, and reason, mirrored, respectively, in the people, army and government. Following Clausewitz, this course examines the peoples, armies, and governments that shaped World War II. Analyzes the ideological, political, diplomatic and economic motivations and constraints of the belligerents and their resulting strategies, military planning and fighting. Explores the new realities of everyday life on the home fronts and the experiences of non-combatants during the war, the final destruction of National Socialist Germany and Imperial Japan, and the emerging conflict between the victors. How the peoples, armies and governments involved perceived their possibilities and choices as a means to understand the origins, events, dynamics and implications of the greatest war in history.",5,Letter (ABCD/NP),COL,"Tuesday, Thursday",10:30:00 AM - 11:50:00 AM,200-217,Gil-li Vardi,No
HISTORY203B,East Asia Discovers the World: Cartographic Encounters from the Mongols to Meiji (HUMCORE 124),WAY-SI,"Before the modern era, how did curious people in China, Korea, and Japan learn about the world? How did geographical information reach them, and how did they interpret it? This class will probe the history of cartographic exchange from the Mongols to Meiji from an East Asian perspective. Every Tuesday, we will examine East Asian maps; Thursday readings will introduce broader comparative perspectives. This course is part of the Humanities Core, a collaborative humanities seminar cluster. On Tuesdays we meet in our own course, while on Thursdays we will gather with two other HumCore classes for joint Plenary Sessions.",3,Letter or Credit/No Credit,SEM,Thursday,10:30:00 AM - 11:50:00 AM,200-230,Karen Wigen,No
HISTORY204E,"Totalitarianism (HISTORY 307E, JEWISHST 204E)","GER:DB-SocSci, GER:EC-GlobalCom","This course analyzes the evolution and nature of revolutionary and totalitarian polities through the reading of monographs on the Puritan Reformation, French Revolutionary, turn of the 20th Century, interwar, and Second World War eras. Among topics explored are the essence of modern ideology and politics, the concept of the body national and social, the modern state, state terror, charismatic leadership, private and public spheres, totalitarian economies, and identities and practices in totalitarian polities.",4-5,Letter (ABCD/NP),COL,Tuesday,1:30:00 PM - 4:20:00 PM,200-202,Amir Weiner,No
HISTORY207C,The Global Early Modern (HISTORY 307C),"WAY-EDP, WAY-SI","In what sense can we speak of &quot;globalization&quot; before modernity? What are the characteristics and origins of the economic system we know as &quot;capitalism&quot;? When and why did European economies begin to diverge from those of other Eurasian societies? With these big questions in mind, the primary focus will be on the history of Europe and European empires, but substantial readings deal with other parts of the world, particularly China and the Indian Ocean.  HISTORY 307C is a prerequisite for HISTORY 402 (Spring quarter).",4-5,Letter or Credit/No Credit,COL,Wednesday,4:30:00 PM - 7:20:00 PM,200-202,David Como,No
HISTORY207F,Crafting Digital Stories (HISTORY 299CAP2),WAY-A-II,"Historians tell stories. Using digital methods, we can tell these stories in creative and innovative ways. This digital humanities course is a hands-on experience of working with different methods of digital storytelling. This course is best suited for students interested in mapping, podcasting, digital publishing, and creating visualizations to present research. Students will interpret historical primary sources in addition to secondary sources to engage in the process of interpreting stories like a historian. There is also a degree of creativity and freedom with the creation of your digital stories.This course is designed to not only teach practical digital storytelling skills, but to also analyze the practicalities of telling historical stories and how to present the information through digital means. In addition, students will have to consider copyright laws, ethics of digital publishing, and concepts of equity of digital storytelling methods. Students will engage in workshops and discussions. No prior technical experience is required.  History Majors completing the capstone requirement through this course should enroll in the section HISTORY 299CAP2",4-5,Letter (ABCD/NP),COL,"Monday, Wednesday",9:00:00 AM - 10:20:00 AM,200-202,Anne Ladyem McDivitt,No
